date,language,type,title,by,overall,quality,repeatability
2009-07-18,Tamil,movie,Kuselan,"Rajnikanth, Pasupathi",3.0,4.0,1
2009-07-16,Tamil,movie,Varnajalam,"Srikanth, Nasser",3.0,3.0,1
2009-07-14,Tamil,movie,Aegan,"Ajith, Nayantara",3.0,3.0,1
2009-07-13,Tamil,movie,Manjal Veyyil,"Prasanna, Sandhya",3.0,3.0,2
2009-07-10,Tamil,movie,Yaavarum Nalam,Madhavan,3.0,4.0,2
2009-07-09,Tamil,movie,Thoranai,"Vishal, Shriya",3.0,3.0,1
2009-07-08,Tamil,movie,Sigamani Ramamani,"Visu, S Ve Sekhar",4.0,4.0,2
2009-07-07,Tamil,movie,Mettukkudi,"Karthik, Nagma",3.0,3.0,2
2009-07-05,English,movie,Watchmen,"Billy Crudup, Malin Akerman",2.0,2.0,1
2009-07-04,English,movie,"No Deposit, No Return",David Niven,3.0,3.0,2
2009-07-04,Tamil,movie,Pammal K Sammandham,"Kamal Hassan, Simran, Abbas, Sneha",3.0,3.0,3
2009-07-02,Tamil,movie,Majaa,"Vikram, Asin",3.0,3.0,2
2009-07-01,Tamil,movie,Guru En Aalu,"Madhavan, Abbas",2.0,2.0,2
2009-06-28,English,movie,The Wrestler,"Mickey Rourke, Marisa Tomei",2.0,2.0,1
2009-06-28,English,movie,Duplicity,"Clive Owen, Julia Roberts",3.0,3.0,1
2009-06-28,Hindi,movie,Dostana,"Abhishek Bachchan, Priyanka Chopra, John Abraham",3.0,3.0,2
2009-06-28,English,movie,Seven Pounds,Will Smith,2.0,2.0,1
2009-06-27,Tamil,movie,Bommalattam,"Bharathi Raja, Nana Patekar, Arjun",4.0,4.0,2
2009-06-23,Hindi,movie,Bhaagam Bagh,"Priyadarshan, Akshay Kumar, Govinda, Paresh Rawal",4.0,3.0,2
2009-06-14,English,movie,Inkheart,"Brendan Fraser, Paul Bettany",4.0,4.0,2
2009-06-14,English,movie,Quantum of Solace,Daniel Craig,2.0,3.0,1
2009-06-14,English,movie,Bedtime Stories,"Adam Sandler, Keri Russell",2.0,2.0,2
2009-06-14,Hindi,movie,Kala Patthar,"Amitabh Bachchan, Shashi Kapoor",3.0,3.0,2
2009-06-11,Tamil,movie,Chandramukhi,"Rajnikanth, Jyothika",4.0,3.0,3
2009-06-10,Tamil,movie,Dhool,"Vikram, Jyothika",3.0,3.0,2
2009-06-09,English,movie,Rocky,Sylvestor Stallone,3.0,3.0,1
2009-06-08,Hindi,movie,Daud,"Ram Gopal Verma, Sanjay Dutt, Urmila Matondkar",3.0,3.0,2
2009-06-07,Tamil,movie,Kodi Parakkudhu,"Rajnikanth, Amala",3.0,3.0,1
2009-06-04,Tamil,movie,Gemini,"Vikram, Kiran",3.0,3.0,2
2009-06-02,Tamil,movie,Saamy,"Vikram, Trisha",4.0,4.0,3
2009-05-30,English,movie,Star Trek,"J J Abrams, Chris Pine, Zachary Quinto, Leonard Nimoy",4.0,4.0,2
2009-05-29,Tamil,movie,Newtonin 3am Vidhi,S J Surya,3.0,3.0,2
2009-05-27,Tamil,movie,Vel,"Surya, Asin",3.0,3.0,2
2009-05-26,Tamil,movie,Ayan,"Surya, Prabhu, Tamanna",3.0,3.0,2
2009-05-24,English,movie,An Affair to Remember,"Cary Grant, Deborah Kerr",4.0,4.0,2
2009-05-20,Telugu,movie,Kshana Kshanam,"Ram Gopal Verma, Venkatesh, Sridevi",3.0,3.0,2
2009-05-18,English,movie,Star Trek IV: The Voyage Home,"Leonard Nimoy, William Shatner",3.0,3.0,2
2009-05-17,Tamil,movie,Dasavatharam,"Kamal Hassan, Asin",4.0,4.0,2
2009-05-16,Tamil,movie,Urimai Unjaladugiradhu,"Visu, Kasthuri, Ramesh Arvind",3.0,3.0,2
2009-05-11,Hindi,movie,Kal Ho Na Ho,"Shah Rukh Khan, Saif Ali Khan, Preity Zinta",4.0,4.0,3
2009-05-09,Hindi,movie,Bheja Fry,"Rajat Kapoor, Vinay Pathak",3.0,4.0,1
2009-05-06,Tamil,movie,Yaavarum Nalam,Madhavan,3.0,4.0,2
2009-05-02,English,movie,Where Eagles Dare,"Richard Burton, Clint Eastwood",3.0,3.0,2
2009-05-01,Tamil,movie,Vidi Velli,"Sivaji Ganesan, Saroja Devi, Ranga Rao",3.0,3.0,1
2009-04-27,English,non-fiction,Almost Perfect,Pete Peterson,3.0,3.0,2
2009-04-25,Tamil,movie,Pandhayam,"Nitin Sathya, Prakash Raj",3.0,3.0,2
2009-04-22,Tamil,movie,Silambattam,"Silambarasan, Prabhu, Sneha",2.0,2.0,1
2009-04-21,English,fiction,The Return of the King,J R R Tolkien,5.0,5.0,2
2009-04-20,English,movie,Laura,"Gene Tierney, Dana Andrews",3.0,4.0,1
2009-04-19,English,movie,The Count of Monte Cristo,Unknown,3.0,3.0,2
2009-04-18,English,movie,Stand By Me,"Rob Reiner, Wil Wheaton",4.0,4.0,1
2009-04-17,English,movie,The 39 Steps,"Alfred Hitchcock, Robert Donat",3.0,3.0,2
2009-04-15,Hindi,movie,A Wednesday,"Naseer-ud-din Shah, Anupam Kher",4.0,4.0,2
2009-04-13,Tamil,movie,Padikkadhavan,"Dhanush, Vivek, Tamanna",3.0,3.0,2
2009-04-11,English,movie,Finding Nemo,Andrew Stanton,4.0,4.0,2
2009-04-10,Hindi,movie,Nastik,"Amitabh Bachchan, Hema Malini, Amjad Khan, Pran",2.0,2.0,2
2009-04-09,English,movie,The Lord of the Rings: The Return of the King,Peter Jackson,5.0,5.0,2
2009-04-08,English,fiction,The Two Towers,J R R Tolkien,5.0,5.0,2
2009-04-07,English,movie,The Lord of the Rings: The Two Towers,Peter Jackson,5.0,5.0,2
2009-04-02,Hindi,movie,Ghajini,"Aamir Khan, Asin",3.0,3.0,1
2009-04-01,English,fiction,The Fellowship of the Ring,J R R Tolkien,5.0,5.0,2
2009-03-31,English,movie,The Lord of the Rings: The Fellowship of the Ring,Peter Jackson,5.0,5.0,2
2009-03-27,Tamil,movie,Nee Paadhi Naan Paadhi,"Rahman, Gauthami, Vasanth",3.0,4.0,1
2009-03-25,Tamil,movie,April Madhathil,"Srikanth, Sneha",3.0,3.0,2
2009-03-22,Tamil,movie,Aegan,"Ajith, Nayantara",3.0,3.0,1
2009-03-21,English,movie,Hauru no ugoku shiro,Hayao Miyazaki,4.0,4.0,2
2009-03-21,English,movie,Sen to Chihiro no kamikakushi,Hayao Miyazaki,4.0,4.0,2
2009-03-18,English,movie,Hellboy,Guillermo del Torro,3.0,3.0,1
2009-03-17,English,non-fiction,Outliers,Malcolm Gladwell,4.0,4.0,2
2009-03-16,Tamil,movie,Periya Idathu Penn,"MGR, Saroja Devi",3.0,3.0,2
2009-03-15,English,movie,For A Few Dollars More,"Clint Eastwood, Sergio Leone",4.0,4.0,2
2009-03-14,English,movie,Patton,George C Scott,4.0,4.0,2
2009-03-11,English,movie,X-Men: The Last Stand,"Patrick Stewart, Hugh Jackman, Hale Berry",3.0,3.0,1
2009-03-10,Tamil,movie,Vazthugal,"Madhavan, Bhavana",2.0,2.0,1
2009-03-09,English,movie,Drop Zone,Wesley Snipes,3.0,3.0,1
2009-03-09,English,non-fiction,Everything Bad is Good for You,Steven Johnson,3.0,3.0,2
2009-03-08,English,movie,Meet the Parents,"Ben Stiller, Robert De Niro",4.0,3.0,2
2009-03-07,English,movie,Ice Age: The Meltdown,"Ray Romano, John Leguizamo, Dennis Leary",4.0,4.0,2
2009-03-06,English,movie,Groundhog Day,"Bill Murray, Annie MacDowell",5.0,4.0,3
2009-03-02,English,movie,Die Hard: With a Vengeance,"Bruce Willis, Samuel Jackson, Jeremy Irons",4.0,4.0,2
2009-02-28,English,movie,Die Hard 2,Bruce Willis,4.0,4.0,2
2009-02-27,English,non-fiction,The Starfish and the Spider,"Ori Brafman, Rod A. Beckstrom",3.0,3.0,2
2009-02-25,English,video,"Legend of the Seeker 1,2","Terry Goodkind, Craig Horner, Bridget Regan",2.0,2.0,1
2009-02-22,English,movie,Never Been Kissed,Drew Barrymore,2.0,2.0,1
2009-02-21,English,movie,Paycheck,"Ben Affleck, Uma Thurman",4.0,4.0,3
2009-02-20,English,movie,How To Steal A Million,"Peter O Toole, Audrey Hepburn",4.0,4.0,3
2009-02-18,Tamil,movie,Pokkiri,"Vijay, Asin",4.0,4.0,2
2009-02-15,English,non-fiction,Wordpress Theme Design,Tessa Blakeley Silver,3.0,3.0,2
2009-02-15,Tamil,movie,Sivaji,"Rajnikanth, Vivek",3.0,3.0,2
2009-02-14,English,movie,Midnight Run,Robert De Niro,3.0,3.0,2
2009-02-13,Tamil,movie,Jai,Prashanth,2.0,2.0,1
2009-02-12,English,movie,Waterboy,Adam Sandler,2.0,2.0,2
2009-02-11,Tamil,movie,Jodi,"Prashant, Simran",2.0,2.0,1
2009-02-08,Tamil,movie,Villu,"Vijay, Nayantara, Prakash Raj",2.0,2.0,1
2009-02-07,Tamil,movie,A Aa I Ee,"Navdeep, Monica",2.0,2.0,1
2009-02-05,English,movie,Judgment at Nuremberg,"Spencer Tracy, Burt Lancaster",4.0,4.0,2
2009-02-03,Hindi,movie,Khosla Ka Ghosla,"Anupam Kher, Bomman Irani, Navin Nischol",4.0,4.0,2
2009-02-02,Tamil,movie,Seval,"Hari, Bharath",2.0,2.0,1
2009-02-01,English,movie,Space Cowboys,"Clint Eastwood, Tommy Lee Jones",3.0,3.0,2
2009-01-30,Tamil,movie,Raja,"Ajit, Jyothika",2.0,2.0,2
2009-01-29,Tamil,movie,M Kumaran s/o Mahalakshmi,"Jayam Ravi, Prakash Raj, Asin, Nadia",4.0,4.0,2
2009-01-28,English,movie,Out of Time,"Denzel Washington, Eva Mendes",3.0,3.0,1
2009-01-27,English,movie,The Bourne Supremacy,Matt Damon,3.0,3.0,2
2009-01-26,Tamil,movie,Azhagiya Theeye,"Prakash Raj, Prasanna, Navya Nair",4.0,4.0,3
2009-01-24,English,non-fiction,Getting Started with Arduino,Massimo Banzi,3.0,3.0,2
2009-01-24,English,movie,Private Benjamin,Goldie Hawn,2.0,3.0,1
2009-01-23,English,movie,Rambo,Sylvestor Stallone,3.0,4.0,1
2009-01-22,Hindi,movie,Jab We Met,"Kareena Kapoor, Shahid Kapoor",4.0,4.0,2
2009-01-21,English,movie,Modern Times,Charlie Chaplin,3.0,3.0,1
2009-01-21,English,movie,The Incredible Hulk,"Edward Norton, Liv Tyler",3.0,3.0,1
2009-01-21,English,non-fiction,Information Dashboard Design,Stephen Few,3.0,3.0,2
2009-01-21,English,fiction,The Tales of Beedle the Bard,J K Rowling,3.0,3.0,2
2009-01-20,Tamil,movie,Abhiyum Naanum,"Prakash Raj, Trisha, Aishwarya",4.0,4.0,2
2009-01-19,English,non-fiction,Nudge,"Richard Thaler, Cass Sunstein",4.0,4.0,2
2009-01-18,English,movie,Raging Bull,"Martin Scorcese, Robert De Niro",2.0,3.0,1
2009-01-17,English,movie,Scarface,"Brian De Palma, Al Pacino, Michelle Pfieffer",2.0,3.0,1
2009-01-17,Hindi,movie,Chandni Chowk to China,"Akshay Kumar, Deepika Padukone",2.0,2.0,1
2009-01-16,English,movie,Aliens,Sigourney Weaver,3.0,4.0,1
2009-01-16,English,movie,The Curious Case of Benjamin Button,"Brad Pitt, Cate Blanchett",4.0,5.0,1
2009-01-16,English,movie,Ben-hur,Charlton Heston,3.0,4.0,1
2009-01-15,English,movie,Kung Fu Panda,Dreamworks,4.0,4.0,2
2009-01-15,English,movie,Touch of Evil,"Orson Welles, Charlton Heston",3.0,3.0,1
2009-01-13,English,movie,Fight Club,"Edward Norton, Brad Pitt",4.0,5.0,2
2009-01-13,English,movie,On The Waterfront,"Marlon Brando, Eva Marie Saint",3.0,4.0,1
2009-01-12,Hindi,movie,A Wednesday,"Naseer-ud-din Shah, Anupam Kher",4.0,4.0,2
2009-01-11,Tamil,movie,Poi Solla Porom,"Karthik, Mouli",3.0,3.0,2
2009-01-11,English,movie,Magnolia,"Tom Cruise, Philip Seymour Hoffman",2.0,2.0,1
2009-01-11,English,movie,Sweet Smell of Success,"Tony Curtis, Burt Lancaster",3.0,4.0,1
2009-01-11,English,movie,Slumdog Millionaire,Danny Boyle,4.0,5.0,2
2009-01-10,English,movie,The Great Dictator,Charlie Chaplin,3.0,4.0,1
2009-01-10,English,movie,The Kid,Charlie Chaplin,3.0,3.0,2
2009-01-10,English,movie,Rebecca,"Alfred Hitchcock, Laurence Olivier, Joan Fontaine",4.0,4.0,1
2009-01-10,English,movie,Double Indemnity,Billy Wilder,3.0,4.0,1
2009-01-09,English,movie,Taken,Liam Neeson,4.0,4.0,2
2009-01-08,Tamil,movie,Nandhaa,Surya,4.0,4.0,1
2009-01-07,Tamil,movie,Dum,"Silambarasan, Rakshita",2.0,2.0,1
2009-01-06,English,movie,Gran Torino,Clint Eastwood,4.0,5.0,1
2009-01-06,English,movie,Shadow of a Doubt,Alfred Hitchcock,4.0,5.0,1
2009-01-06,English,movie,The Lady Vanishes,Alfred Hitchcock,4.0,4.0,2
2009-01-06,English,movie,Full Metal Jacket,Stanley Kubrick,3.0,4.0,1
2009-01-05,English,fiction,Crown Duel,Sherwood Smith,3.0,3.0,1
2009-01-04,Hindi,movie,Rab Ne Bana Di Jodi,Shah Rukh Khan,3.0,3.0,2
2009-01-03,English,movie,Milk,"Gus van Sant, Sean Penn",3.0,4.0,1
2009-01-03,Tamil,movie,Rasukutty,"K Bhagyaraj, Aishwarya",4.0,3.0,3
2009-01-02,English,fiction,Noughts and Crosses,Malorie Blackman,4.0,5.0,2
2009-01-01,English,movie,Wall-E,Andrew Stanton,3.0,3.0,1
2009-01-01,English,movie,Dial M for Murder,"Alfred Hitchcock, Grace Kelly",4.0,4.0,2
2009-01-01,English,movie,Rio Bravo,"Howard Hawks, John Wayne",3.0,3.0,2
2009-01-01,English,movie,Hancock,Will Smith,2.0,2.0,1
2009-01-01,English,movie,City of Ember,Unknown,2.0,3.0,1
2008-12-22,Tamil,movie,Chennai 600 028,Venkat Prabhu,3.0,3.0,2
2008-12-19,Tamil,movie,Vaaranam Aayiram,"Surya, Simran, Sameera Reddy",4.0,4.0,2
2008-11-25,English,fiction,Percy Jackson and the Battle of the Labyrinth,Unknown,3.0,3.0,2
2008-11-20,Hindi,movie,Being Cyrus,"Saif Ali Khan, Naseer-ud-din Shah",4.0,4.0,1
2008-11-20,Tamil,movie,Jeyam Konden,"Vinay, Bhavana, Lekha",3.0,3.0,2
2008-11-15,Tamil,movie,Saroja,"Venkat Prabhu, S P Charan, Prakash Raj",4.0,4.0,2
2008-11-12,English,fiction,The Magician,Michael Scott,3.0,3.0,2
2008-11-11,English,fiction,The Alchemyst,Michael Scott,3.0,3.0,2
2008-11-10,English,fiction,Artemis Fowl and the Time Paradox,Eoin Colfer,3.0,3.0,2
2008-11-09,English,movie,Hackers,Angelina Jolie,3.0,3.0,1
2008-11-08,English,movie,A Perfect World,"Clint Eastwood, Kevin Costner",4.0,5.0,2
2008-11-07,English,movie,Die Hard 4.0,Bruce Willis,4.0,3.0,2
2008-11-06,Tamil,movie,Dum Dum Dum,"Madhavan, Jyothika",4.0,3.0,3
2008-10-31,English,movie,"Definitely, Maybe",Unknown,2.0,3.0,1
2008-10-31,Tamil,movie,Thiruda Thirudi,Dhanush,4.0,3.0,2
2008-10-31,English,movie,A Knight's Tale,Heath Ledger,4.0,4.0,3
2008-10-31,Tamil,movie,Chanakya,"Sarath Kumar, Namitha",3.0,3.0,2
2008-10-30,English,movie,Rocky Balboa,Sylvestor Stallone,3.0,3.0,1
2008-10-27,English,movie,Escape from Alcatraz,Clint Eastwood,3.0,4.0,1
2008-10-22,Hindi,movie,Singh is King,"Akshay Kumar, Katrina Kaif",2.0,2.0,2
2008-10-20,English,fiction,Brisingr,Christopher Paolini,3.0,2.0,2
2008-10-18,Tamil,movie,Dham Dhoom,"Jayam Ravi, Lakshmi Rai",2.0,2.0,1
2008-10-14,Tamil,movie,Missiamma,"Gemini, Savithri",4.0,4.0,2
2008-10-13,Tamil,movie,Mayavi,"Surya, Jyothika",3.0,3.0,2
2008-10-10,English,movie,S1m0ne,Al Pacino,3.0,3.0,2
2008-09-18,Tamil,movie,Sathyam,"Vishal, Nayantara",2.0,2.0,1
2008-09-12,Tamil,movie,Kuselan,"Rajnikanth, Pasupathi",3.0,4.0,1
2008-09-01,Hindi,movie,Sarkar Raj,"Abhishek Bachchan, Amitabh Bachchan, Aishwarya Rai",3.0,3.0,1
2008-08-30,Hindi,movie,Mere Baap Pehle Aap,"Akshay Khanna, Genelia",4.0,4.0,2
2008-08-28,English,non-fiction,The Visual Display of Quantitative Information,Edward Tufte,3.0,3.0,2
2008-08-21,English,movie,Pirates of the Caribbean: The Curse of the Black Pearl,Johnny Depp,5.0,4.0,3
2008-08-20,Tamil,movie,Naan Mahaan Alla,"Rajnikanth, Radha",2.0,2.0,1
2008-08-19,Tamil,movie,Yaaradi Nee Mohini,"Dhanush, Nayantara",3.0,3.0,2
2008-08-18,Tamil,movie,Chokka Thangam,"Vijaykanth, Prakash Raj, Soundarya",3.0,2.0,2
2008-08-17,Tamil,movie,Piriyadha Varam Vendum,"Prashanth, Shalini",2.0,2.0,2
2008-08-16,English,movie,Harry Potter and the Prisoner of Azkaban,Alfonso Cuarón,4.0,4.0,2
2008-08-16,Tamil,movie,Kodi Parakkudhu,"Rajnikanth, Amala",3.0,3.0,1
2008-08-16,English,non-fiction,Predictably Irrational,Dan Ariely,4.0,4.0,2
2008-07-31,Tamil,movie,Thiruda Thirudi,Dhanush,4.0,3.0,2
2008-07-31,Tamil,movie,Indran Chandran,"Kamal Hassan, Vijayshanti",3.0,3.0,2
2008-07-30,English,movie,The Dark Knight,"Christopher Nolan, Christian Bale, Michael Caine",5.0,5.0,2
2008-07-29,Tamil,movie,Sachin,"Vijay, Genelia",4.0,3.0,3
2008-07-27,English,movie,21,Kevin Spacey,3.0,4.0,2
2008-07-26,English,movie,Blast from the Past,"Brendan Fraser, Alicia Silverstone",3.0,3.0,2
2008-07-20,English,movie,Beowulf,Robert Zemeckis,3.0,3.0,1
2008-07-20,English,movie,What's Eating Gilbert Grape,"Johnny Depp, Leonardo DiCaprio",3.0,4.0,1
2008-07-20,English,fiction,Separation of Power,Vince Flynn,2.0,2.0,1
2008-07-19,English,movie,The Last Mimzy,Robert Shaye,4.0,4.0,2
2008-07-19,English,movie,Dragnet,"Dan Ackroyd, Tom Hanks",3.0,3.0,2
2008-07-19,English,movie,Michael Clayton,George Clooney,4.0,4.0,1
2008-07-18,English,movie,The Spanish Prisoner,"David Mamet, Steve Martin",4.0,4.0,1
2008-07-16,English,movie,Sweeney Todd: The Demon Barber of Fleet Street,"Tim Burton, Johnny Depp",3.0,4.0,1
2008-07-15,English,movie,The Namesake,"Mira Nair, Tabu",4.0,5.0,1
2008-07-14,English,movie,Before the Devil Knows You're Dead,"Ethan Hawke, Philip Seymour Hoffman",3.0,4.0,1
2008-07-13,English,movie,Bachelor Party,Tom Hanks,2.0,2.0,1
2008-07-13,English,movie,The Spiderwick Chronicles,Unknown,3.0,4.0,2
2008-07-13,English,movie,Vantage Point,Dennis Quaid,4.0,4.0,2
2008-07-13,English,movie,National Treasure: Book of Secrets,Nicholas Cage,3.0,2.0,2
2008-07-13,English,movie,Charlie Wilson's War,"Tom Hanks, Philip Seymour Hoffman",3.0,3.0,1
2008-07-12,Tamil,movie,Poomagal Urvalam,"Prashanth, Rambha",3.0,3.0,2
2008-07-09,Tamil,movie,Dasavatharam,"Kamal Hassan, Asin",4.0,4.0,2
2008-07-05,Hindi,movie,One Two Three,"Sunil Shetty, Paresh Rawal",3.0,3.0,2
2008-07-02,Hindi,movie,Calcutta Mail,"Anil Kapoor, Sayaji Shinde",4.0,4.0,2
2008-07-01,English,movie,Twins,"Arnold Schwarzenneger, Danny DeVito",4.0,4.0,2
2008-07-01,English,non-fiction,The Last Lecture,Randy Pausch,4.0,4.0,2
2008-06-30,English,movie,The Running Man,Arnold Schwarzenneger,3.0,3.0,2
2008-06-29,English,movie,Peggy Sue Got Married,"Kathleen Turner, Nicholas Cage",2.0,2.0,1
2008-06-28,Tamil,movie,Uzhappali,"Rajnikanth, Roja",3.0,3.0,2
2008-06-27,Tamil,movie,Dasavatharam,"Kamal Hassan, Asin",4.0,4.0,2
2008-06-25,English,non-fiction,Don't Make Me Think,Steve Krug,4.0,4.0,2
2008-06-21,Tamil,movie,Virumbugiren,"Prashant, Sneha",2.0,2.0,1
2008-06-20,Hindi,movie,Race,"Anil Kapoor, Saif Ali Khan, Akshay Khanna",3.0,3.0,1
2008-06-20,English,fiction,A Prisoner of Birth,Jeffrey Archer,3.0,4.0,2
2008-06-19,Tamil,movie,Arindhum Ariyamalum,"Prakash Raj, Arya, Navdeep",4.0,4.0,3
2008-06-16,English,non-fiction,The Laws of Simplicity,John Maeda,2.0,2.0,1
2008-06-16,Tamil,movie,Anubavi Raja Anubavi,"K Balachandar, Nagesh",4.0,4.0,3
2008-06-13,English,non-fiction,Non-Designer's Design Book,Robin Williams,3.0,3.0,1
2008-06-12,English,fiction,Transfer of Power,Vince Flynn,2.0,2.0,1
2008-06-10,Hindi,movie,Dil Hai Ki Maanta Nahin,"Aamir Khan, Pooja Bhat",3.0,3.0,2
2008-06-10,English,non-fiction,When Genius Failed,Roger Lowenstein,4.0,4.0,2
2008-06-07,Tamil,movie,Something Something Unakkum Enakkum,"Jayam Ravi, Trisha",4.0,4.0,2
2008-06-02,English,non-fiction,Quirkology,Richard Wiseman,4.0,4.0,2
2008-06-01,English,movie,18 Again!,George Burns,3.0,3.0,2
2008-05-31,Tamil,movie,Sathya,Prithviraj,2.0,2.0,1
2008-05-30,Hindi,movie,Angur,"Sanjeev Kumar, Devan Verma",4.0,4.0,2
2008-05-30,English,fiction,Artemis Fowl and the Lost Colony,Eoin Colfer,3.0,3.0,2
2008-05-29,English,movie,A Walk in the Clouds,"Keanu Reeves, Anthony Quinn",3.0,3.0,2
2008-05-18,Tamil,movie,Bheema,"Vikram, Prakash Raj",3.0,4.0,1
2008-05-17,Tamil,movie,Kaalai,"Silambarasan, Vedhika",2.0,2.0,1
2008-05-14,English,non-fiction,Mastery,George Leonard,4.0,5.0,2
2008-05-13,Tamil,movie,Unakkaga Ellam Unakkaga,"Karthik, Goundamani, Rambha",2.0,2.0,2
2008-05-13,English,non-fiction,Made to Stick,Chip Heath and Dan Heath,4.0,4.0,2
2008-05-12,Tamil,movie,Kuruvi,"Vijay, Trisha",2.0,2.0,1
2008-05-12,English,movie,13 Going on 30,Jennifer Garner,2.0,3.0,2
2008-05-10,English,fiction,P.S. I Love You,Cecelia Ahern,3.0,4.0,1
2008-05-09,English,fiction,Code to Zero,Ken Follett,3.0,3.0,1
2008-05-08,Tamil,movie,Manasellam,"Srikanth, Trisha",3.0,3.0,1
2008-05-07,English,movie,Leap of Faith,"Steve Martin, Debra Winger, Liam Neeson",4.0,4.0,2
2008-05-06,English,movie,Serendipity,John Cusack,3.0,3.0,2
2008-05-05,English,movie,Dr. Dolittle: Tail to the Chief,Unknown,2.0,3.0,1
2008-05-04,Tamil,movie,Arai En 305il Kadavul,Prakash Raj,3.0,4.0,2
2008-05-01,Tamil,movie,Five Star,"Prasanna, Kanika",3.0,4.0,2
2008-04-27,English,movie,The Manchurian Candidate,Frank Sinatra,3.0,3.0,1
2008-04-26,English,movie,Garden State,Unknown,3.0,4.0,1
2008-04-26,English,movie,Bewitched,"Nicole Kidman, Will Ferrell",3.0,3.0,1
2008-04-25,English,movie,Roxanne,"Steve Martin, Daryl Hannah",4.0,4.0,3
2008-04-23,Tamil,movie,Inba,"Shaam, Sneha",2.0,2.0,1
2008-04-20,Tamil,movie,Santhosh Subramanian,"Jayam Ravi, Prakash Raj, Genelia",3.0,4.0,2
2008-04-19,Tamil,movie,Yaaradi Nee Mohini,"Dhanush, Nayantara",3.0,3.0,2
2008-04-16,English,movie,French Kiss,"Kevin Kline, Meg Ryan",2.0,2.0,2
2008-04-14,Tamil,movie,Vellithirai,"Prithviraj, Prakash Raj, Gopika",4.0,4.0,2
2008-04-12,English,movie,Daredevil,"Ben Affleck, Colin Farrell",3.0,2.0,2
2008-04-09,English,movie,Along Came Polly,"Ben Stiller, Jennifer Anniston",3.0,3.0,2
2008-04-07,Tamil,movie,Vazthugal,"Madhavan, Bhavana",2.0,2.0,1
2008-04-06,English,movie,No Country for Old Men,Tommy Lee Jones,3.0,3.0,1
2008-04-05,Tamil,movie,Kannum Kannum,"Prasanna, Udayatara",2.0,3.0,1
2008-04-03,Tamil,movie,Sila Nerangalil,"Vincent Ashokan, Navya Nair",2.0,2.0,1
2008-04-02,Hindi,movie,Johnny Gaddaar,Dharmendra,3.0,4.0,2
2008-04-01,Tamil,movie,Vaitheeswaran,Sarath Kumar,3.0,3.0,1
2008-04-30,English,movie,Office Space,Unknown,3.0,3.0,2
2008-03-29,Tamil,movie,Thoondil,"Shyam, Sandhya",2.0,2.0,1
2008-03-28,Hindi,movie,Kal Ho Na Ho,"Shah Rukh Khan, Saif Ali Khan, Preity Zinta",4.0,4.0,3
2008-03-27,Tamil,movie,Vetri Kodi Kattu,"Parthiban, Murali",2.0,2.0,2
2008-03-26,Hindi,movie,Main Hoon Na,Shah Rukh Khan,2.0,2.0,2
2008-03-24,Tamil,movie,Vel,"Surya, Asin",3.0,3.0,2
2008-03-24,Tamil,movie,Sandai Kozhi,"Vishal, Meera Jasmine",3.0,3.0,2
2008-03-15,Tamil,movie,Kanda Naal Mudhal,"Prasanna, Laila",4.0,4.0,3
2008-03-14,English,movie,The Golden Compass,Unknown,3.0,3.0,2
2008-03-10,Tamil,movie,Anandha Poongatre,"Ajit, Meena, Karthik, Malavika",3.0,3.0,2
2008-03-07,English,movie,Sleuth,"Laurence Olivier, Michael Caine",4.0,4.0,2
2008-03-07,English,movie,Hostage,Bruce Willis,3.0,3.0,2
2008-03-06,Tamil,movie,Anjadhe,"Naren, Prasanna, Mysskin",4.0,4.0,2
2008-03-03,Tamil,movie,Unnai Ninaithu,"Surya, Sneha, Laila",3.0,2.0,2
2008-03-03,English,movie,Enchanted,Unknown,3.0,2.0,1
2008-02-28,Tamil,movie,Sadhu Mirandal,"Prasanna, Abbas, Kavya Madhavan",3.0,3.0,2
2008-02-24,Tamil,movie,Pazhani,"Bharath, Khushbu",3.0,3.0,2
2008-02-24,Tamil,movie,Samurai,Vikram,2.0,2.0,1
2008-02-23,Tamil,movie,Kaalai,"Silambarasan, Vedhika",2.0,2.0,1
2008-02-23,Tamil,movie,Indhiralogathil Na Azhagappan,Vadivelu,2.0,2.0,1
2008-02-22,English,movie,Bee Movie,Unknown,3.0,3.0,2
2008-02-22,Tamil,movie,Bheema,"Vikram, Prakash Raj",3.0,4.0,1
2008-02-12,Tamil,movie,Naam Iruvar Namakkoruvar,"Prabhudeva, Meena",3.0,3.0,2
2008-02-08,Tamil,movie,Namma Veettu Kalyanam,"Murali, Meena, Vivek, Vadivelu",2.0,2.0,1
2008-02-04,English,movie,A Life Less Ordinary,"Ewan McGregor, Cameron Diaz",3.0,3.0,2
2008-01-31,Hindi,movie,Welcome,"Anil Kapoor, Nana Patekar, Paresh Rawal",3.0,3.0,2
2008-01-27,English,movie,The Lookout,Unknown,2.0,3.0,1
2008-01-23,English,movie,I Am Legend,Will Smith,3.0,4.0,1
2008-01-19,Hindi,movie,Aaja Nachle,"Madhuri Dixit, Akshay Kanna",4.0,4.0,2
2008-01-15,English,movie,3:10 to Yuma,"Russell Crowe, Christian Bale",4.0,5.0,2
2008-01-11,Tamil,movie,Kannamoochi Yenada,"Prithviraj, Sathyaraj",4.0,4.0,2
2008-01-08,English,non-fiction,Peopleware,Tom DeMarco,5.0,5.0,2
